planet;position;mass
sun;POINTZ(0.012293370458268059 0.00023725471220939536 0.00023725471220939536);39.47841760435743
jupiter;POINTZ(-4.539648869054484 -3.040175779488085 -3.040175779488085);0.03769367487038949
saturn;POINTZ(-5.42957237241151 7.332428791600434 7.332428791600434);0.011286326131968767
uranus;POINTZ(18.868422625365202 -6.850031238735409 -6.850031238735409);0.0017237240570597112
neptune;POINTZ(21.9848643444499 -20.485843985436915 -20.485843985436915);0.0020336868699246304
sun;POINTZ(0.012283485198018461 0.0002602335049469236 0.0002602335049469236);39.47841760435743
jupiter;POINTZ(-4.524708765300813 -3.0616530432895006 -3.0616530432895006);0.03769367487038949
saturn;POINTZ(-5.447020737554834 7.3202864271223165 7.3202864271223165);0.011286326131968767
uranus;POINTZ(18.87322648924537 -6.83716644396684 -6.83716644396684);0.0017237240570597112
neptune;POINTZ(21.992611074201527 -20.477357943344195 -20.477357943344195);0.0020336868699246304
sun;POINTZ(0.012273488195171526 0.0002831525110067389 0.0002831525110067389);39.47841760435743
jupiter;POINTZ(-4.50965950795546 -3.0830566313142933 -3.0830566313142933);0.03769367487038949
saturn;POINTZ(-5.4644407992527 7.308106082122982 7.308106082122982);0.011286326131968767
uranus;POINTZ(18.87802112658959 -6.824298306405249 -6.824298306405249);0.0017237240570597112
neptune;POINTZ(22.000354599434242 -20.46886891595589 -20.46886891595589);0.0020336868699246304
sun;POINTZ(0.012263379746776944 0.00030601120106801155 0.00030601120106801155);39.47841760435743
jupiter;POINTZ(-4.494501433180938 -3.1043860102501184 -3.1043860102501184);0.03769367487038949
saturn;POINTZ(-5.481832473310955 7.2958878281632025 7.2958878281632025);0.011286326131968767
uranus;POINTZ(18.882806535237584 -6.81142683240964 -6.81142683240964);0.0017237240570597112
neptune;POINTZ(22.00809491898259 -20.460376904476902 -20.460376904476902);0.0020336868699246304
sun;POINTZ(0.01225316015223059 0.00032880904696162177 0.00032880904696162177);39.47841760435743
jupiter;POINTZ(-4.479234879535691 -3.1256406480485803 -3.1256406480485803);0.03769367487038949
saturn;POINTZ(-5.499195675741011 7.283631736996747 7.283631736996747);0.011286326131968767
uranus;POINTZ(18.887582713033087 -6.798552028340229 -6.798552028340229);0.0017237240570597112
neptune;POINTZ(22.015832031681544 -20.4518819101126 -20.4518819101126);0.0020336868699246304
sun;POINTZ(0.012242829713272714 0.0003515455216785272 0.0003515455216785272);39.47841760435743
jupiter;POINTZ(-4.463860187972059 -3.1468200139337865 -3.1468200139337865);0.03769367487038949
saturn;POINTZ(-5.516530322760308 7.271337880569684 7.271337880569684);0.011286326131968767
uranus;POINTZ(18.89234965782385 -6.785673900558445 -6.785673900558445);0.0017237240570597112
neptune;POINTZ(22.02356593636651 -20.443383934068823 -20.443383934068823);0.0020336868699246304
sun;POINTZ(0.012232388733986113 0.0003742200993781566 0.0003742200993781566);39.47841760435743
jupiter;POINTZ(-4.448377701834227 -3.1679235784109303 -3.1679235784109303);0.03769367487038949
saturn;POINTZ(-5.533836330792757 7.2590063310196795 7.2590063310196795);0.011286326131968767
uranus;POINTZ(18.89710736746165 -6.772792455426927 -6.772792455426927);0.0017237240570597112
neptune;POINTZ(22.031296631873325 -20.434882977551872 -20.434882977551872);0.0020336868699246304
sun;POINTZ(0.012221837520794306 0.00039683225539682984 0.00039683225539682984);39.47841760435743
jupiter;POINTZ(-4.4327877668561815 -3.1889508132748996 -3.1889508132748996);0.03769367487038949
saturn;POINTZ(-5.551113616469196 7.246637160675303 7.246637160675303);0.011286326131968767
uranus;POINTZ(18.90185583980228 -6.7599076993095215 -6.7599076993095215);0.0017237240570597112
neptune;POINTZ(22.03902411703826 -20.426379041768516 -20.426379041768516);0.0020336868699246304
sun;POINTZ(0.012211176382459691 0.00041938146625620436 0.00041938146625620436);39.47841760435743
jupiter;POINTZ(-4.417090731159649 -3.209901191618914 -3.209901191618914);0.03769367487038949
saturn;POINTZ(-5.568362096627832 7.234230442055324 7.234230442055324);0.011286326131968767
uranus;POINTZ(18.906595072705553 -6.747019638571279 -6.747019638571279);0.0017237240570597112
neptune;POINTZ(22.046748390698014 -20.41787212792599 -20.41787212792599);0.0020336868699246304
sun;POINTZ(0.012200405630081703 0.0004418672096717488 0.0004418672096717488);39.47841760435743
jupiter;POINTZ(-4.4012869452520285 -3.2307741878431897 -3.2307741878431897);0.03769367487038949
saturn;POINTZ(-5.585581688314691 7.22178624786801 7.22178624786801);0.011286326131968767
uranus;POINTZ(18.9113250640353 -6.734128279578456 -6.734128279578456);0.0017237240570597112
neptune;POINTZ(22.054469451689716 -20.409362237231992 -20.409362237231992);0.0020336868699246304
sun;POINTZ(0.012189525577094953 0.0004642889645612436 0.0004642889645612436);39.47841760435743
jupiter;POINTZ(-4.385376762024315 -3.2515692776636325 -3.2515692776636325);0.03769367487038949
saturn;POINTZ(-5.60277230878405 7.209304651010427 7.209304651010427);0.011286326131968767
uranus;POINTZ(18.916045811659366 -6.721233628698507 -6.721233628698507);0.0017237240570597112
neptune;POINTZ(22.06218729885093 -20.400849370894694 -20.400849370894694);0.0020336868699246304
sun;POINTZ(0.012178536539267369 0.0004866462110533088 0.0004866462110533088);39.47841760435743
jupiter;POINTZ(-4.369360536749017 -3.2722859381205587 -3.2722859381205587);0.03769367487038949
saturn;POINTZ(-5.619933875498882 7.196785724567733 7.196785724567733);0.011286326131968767
uranus;POINTZ(18.920757313449627 -6.70833569230009 -6.70833569230009);0.0017237240570597112
neptune;POINTZ(22.069901931019647 -20.392333530122723 -20.392333530122723);0.0020336868699246304
sun;POINTZ(0.012167438834698318 0.0005089384304959603 0.0005089384304959603);39.47841760435743
jupiter;POINTZ(-4.3532386270780625 -3.2929236475874455 -3.2929236475874455);0.03769367487038949
saturn;POINTZ(-5.637066306131289 7.184229541812475 7.184229541812475);0.011286326131968767
uranus;POINTZ(18.92545956728197 -6.695434476753057 -6.695434476753057);0.0017237240570597112
neptune;POINTZ(22.077613347034298 -20.383814716125176 -20.383814716125176);0.0020336868699246304
sun;POINTZ(0.01215623278381672 0.0005311651054651928 0.0005311651054651928);39.47841760435743
jupiter;POINTZ(-4.337011393040694 -3.3134818857797095 -3.3134818857797095);0.03769367487038949
saturn;POINTZ(-5.654169518562936 7.171636176203882 7.171636176203882);0.011286326131968767
uranus;POINTZ(18.930152571036295 -6.682529988428458 -6.682529988428458);0.0017237240570597112
neptune;POINTZ(22.085321545733738 -20.375292930111613 -20.375292930111613);0.0020336868699246304
sun;POINTZ(0.012144918709379152 0.0005533257197735922 0.0005533257197735922);39.47841760435743
jupiter;POINTZ(-4.320679197041352 -3.3339601337635156 -3.3339601337635156);0.03769367487038949
saturn;POINTZ(-5.671243430885479 7.159005701387161 7.159005701387161);0.011286326131968767
uranus;POINTZ(18.93483632259653 -6.669622233698533 -6.669622233698533);0.0017237240570597112
neptune;POINTZ(22.09302652595726 -20.36676817329206 -20.36676817329206);0.0020336868699246304
sun;POINTZ(0.012133496936467947 0.0005754197584789758 0.0005754197584789758);39.47841760435743
jupiter;POINTZ(-4.304242403857558 -3.3543578739646134 -3.3543578739646134);0.03769367487038949
saturn;POINTZ(-5.68828796140099 7.14633819119279 7.14633819119279);0.011286326131968767
uranus;POINTZ(18.93951081985062 -6.6567112189367155 -6.6567112189367155);0.0017237240570597112
neptune;POINTZ(22.100728286544584 -20.358240446877 -20.358240446877);0.0020336868699246304
sun;POINTZ(0.01212196779248927 0.0005974467078930611 0.0005974467078930611);39.47841760435743
jupiter;POINTZ(-4.287701380637771 -3.3746745901772064 -3.3746745901772064);0.03769367487038949
saturn;POINTZ(-5.705303028622386 7.133633719635804 7.133633719635804);0.011286326131968767
uranus;POINTZ(18.944176060690527 -6.643796950517628 -6.643796950517628);0.0017237240570597112
neptune;POINTZ(22.10842682633586 -20.349709752077395 -20.349709752077395);0.0020336868699246304
sun;POINTZ(0.012110331607171187 0.000619406055590164 0.000619406055590164);39.47841760435743
jupiter;POINTZ(-4.271056496899243 -3.394909767572848 -3.394909767572848);0.03769367487038949
saturn;POINTZ(-5.722288551273846 7.120892360915093 7.120892360915093);0.011286326131968767
uranus;POINTZ(18.948832043012228 -6.63087943481708 -6.63087943481708);0.0017237240570597112
neptune;POINTZ(22.116122144171683 -20.341176090104657 -20.341176090104657);0.0020336868699246304
sun;POINTZ(0.012098588712561732 0.0006412972904159259 0.0006412972904159259);39.47841760435743
jupiter;POINTZ(-4.2543081245258625 -3.415062892709371 -3.415062892709371);0.03769367487038949
saturn;POINTZ(-5.73924444829123 7.108114189412687 7.108114189412687);0.011286326131968767
uranus;POINTZ(18.953478764715722 -6.617958678212066 -6.617958678212066);0.0017237240570597112
neptune;POINTZ(22.12381423889307 -20.332639462170665 -20.332639462170665);0.0020336868699246304
sun;POINTZ(0.012086739443026944 0.0006631199024960703 0.0006631199024960703);39.47841760435743
jupiter;POINTZ(-4.2374566377659795 -3.4351334535398443 -3.4351334535398443);0.03769367487038949
saturn;POINTZ(-5.756170638822496 7.095299279693047 7.095299279693047);0.011286326131968767
uranus;POINTZ(18.958116223705023 -6.605034687080762 -6.605034687080762);0.0017237240570597112
neptune;POINTZ(22.13150310934147 -20.32409986948776 -20.32409986948776);0.0020336868699246304
sun;POINTZ(0.012074784135248902 0.0006848733832451892 0.0006848733832451892);39.47841760435743
jupiter;POINTZ(-4.220502413230222 -3.455120939421563 -3.455120939421563);0.03769367487038949
saturn;POINTZ(-5.773067042228112 7.082447706502354 7.082447706502354);0.011286326131968767
uranus;POINTZ(18.962744417888167 -6.592107467802527 -6.592107467802527);0.0017237240570597112
neptune;POINTZ(22.13918875435877 -20.315557313268748 -20.315557313268748);0.0020336868699246304
sun;POINTZ(0.012062723128223747 0.0007065572253755593 0.0007065572253755593);39.47841760435743
jupiter;POINTZ(-4.203445829889302 -3.4750248411250695 -3.4750248411250695);0.03769367487038949
saturn;POINTZ(-5.789933578081464 7.069559544767792 7.069559544767792);0.011286326131968767
uranus;POINTZ(18.967363345177205 -6.579177026757898 -6.579177026757898);0.0017237240570597112
neptune;POINTZ(22.146871172787286 -20.307011794726893 -20.307011794726893);0.0020336868699246304
sun;POINTZ(0.012050556763259682 0.0007281709229059883 0.0007281709229059883);39.47841760435743
jupiter;POINTZ(-4.186287269071798 -3.494844650843204 -3.494844650843204);0.03769367487038949
saturn;POINTZ(-5.806770166169266 7.056634869596838 7.056634869596838);0.011286326131968767
uranus;POINTZ(18.971973003488202 -6.566243370328588 -6.566243370328588);0.0017237240570597112
neptune;POINTZ(22.15455036346977 -20.298463315075924 -20.298463315075924);0.0020336868699246304
sun;POINTZ(0.012038285383974967 0.0007497139711706919 0.0007497139711706919);39.47841760435743
jupiter;POINTZ(-4.169027114461936 -3.5145798622001876 -3.5145798622001876);0.03769367487038949
saturn;POINTZ(-5.823576726491962 7.043673756276547 7.043673756276547);0.011286326131968767
uranus;POINTZ(18.976573390741247 -6.5533065048974875 -6.5533065048974875);0.0017237240570597112
neptune;POINTZ(22.162226325249407 -20.289911875530034 -20.289911875530034);0.0020336868699246304
sun;POINTZ(0.012025909336295895 0.0007711858668282009 0.0007711858668282009);39.47841760435743
jupiter;POINTZ(-4.151665752097346 -3.5342299702607387 -3.5342299702607387);0.03769367487038949
saturn;POINTZ(-5.840353179264127 7.0306762802728375 7.0306762802728375);0.011286326131968767
uranus;POINTZ(18.981164504860445 -6.5403664368486565 -6.5403664368486565);0.0017237240570597112
neptune;POINTZ(22.16989905696981 -20.281357477303875 -20.281357477303875);0.0020336868699246304
sun;POINTZ(0.01201342896845475 0.0007925861078702999 0.0007925861078702999);39.47841760435743
jupiter;POINTZ(-4.134203570366809 -3.553794471539219 -3.553794471539219);0.03769367487038949
saturn;POINTZ(-5.8570994449148674 7.0176425172297705 7.0176425172297705);0.011286326131968767
uranus;POINTZ(18.98574634377392 -6.527423172567327 -6.527423172567327);0.0017237240570597112
neptune;POINTZ(22.177568557475038 -20.272800121612555 -20.272800121612555);0.0020336868699246304
sun;POINTZ(0.012000844630987753 0.0008139141936309963 0.0008139141936309963);39.47841760435743
jupiter;POINTZ(-4.116640960007987 -3.5732728640088136 -3.5732728640088136);0.03769367487038949
saturn;POINTZ(-5.8738154440882155 7.0045725429688375 7.0045725429688375);0.011286326131968767
uranus;POINTZ(18.9903189054138 -6.514476718439901 -6.514476718439901);0.0017237240570597112
neptune;POINTZ(22.185234825609566 -20.26423980967165 -20.26423980967165);0.0020336868699246304
sun;POINTZ(0.011988156676732998 0.0008351696247955212 0.0008351696247955212);39.47841760435743
jupiter;POINTZ(-4.098978314105134 -3.5926646471107424 -3.5926646471107424);0.03769367487038949
saturn;POINTZ(-5.890501097643522 6.991466433488241 6.991466433488241);0.011286326131968767
uranus;POINTZ(18.99488218771625 -6.501527080853944 -6.501527080853944);0.0017237240570597112
neptune;POINTZ(22.192897860218316 -20.255676542697195 -20.255676542697195);0.0020336868699246304
sun;POINTZ(0.011975365460828353 0.0008563519034093612 0.0008563519034093612);39.47841760435743
jupiter;POINTZ(-4.081216028086795 -3.6119693217635054 -3.6119693217635054);0.03769367487038949
saturn;POINTZ(-5.907156326655846 6.9783242649621755 6.9783242649621755);0.011286326131968767
uranus;POINTZ(18.999436188621438 -6.48857426619819 -6.48857426619819);0.0017237240570597112
neptune;POINTZ(22.20055766014664 -20.24711032190568 -20.24711032190568);0.0020336868699246304
sun;POINTZ(0.011962471340709368 0.0008774605328873226 0.0008774605328873226);39.47841760435743
jupiter;POINTZ(-4.063354499723487 -3.63118639037216 -3.63118639037216);0.03769367487038949
saturn;POINTZ(-5.923781052416342 6.96514611374011 6.96514611374011);0.011286326131968767
uranus;POINTZ(19.003980906073554 -6.475618280862532 -6.475618280862532);0.0017237240570597112
neptune;POINTZ(22.20821422424032 -20.238541148514063 -20.238541148514063);0.0020336868699246304
sun;POINTZ(0.011949474676107142 0.0008984950180226271 0.0008984950180226271);39.47841760435743
jupiter;POINTZ(-4.045394129125362 -3.6503153568376328 -3.6503153568376328);0.03769367487038949
saturn;POINTZ(-5.9403751964326466 6.951932056346064 6.951932056346064);0.011286326131968767
uranus;POINTZ(19.008516338020804 -6.462659131238025 -6.462659131238025);0.0017237240570597112
neptune;POINTZ(22.21586755134558 -20.229969023739756 -20.229969023739756);0.0020336868699246304
sun;POINTZ(0.011936375829046197 0.0009194548649960397 0.0009194548649960397);39.47841760435743
jupiter;POINTZ(-4.02733531873985 -3.669355726566063 -3.669355726566063);0.03769367487038949
saturn;POINTZ(-5.9569386804292535 6.938682169477891 6.938682169477891);0.011286326131968767
uranus;POINTZ(19.01304248241541 -6.449696823716883 -6.449696823716883);0.0017237240570597112
neptune;POINTZ(22.223517640309066 -20.221393948800632 -20.221393948800632);0.0020336868699246304
sun;POINTZ(0.011923175163842305 0.000940339581385029 0.000940339581385029);39.47841760435743
jupiter;POINTZ(-4.009178473349291 -3.6883070064781798 -3.6883070064781798);0.03769367487038949
saturn;POINTZ(-5.9734714263479 6.925396530006554 6.925396530006554);0.011286326131968767
uranus;POINTZ(19.017559337213612 -6.4367313646924735 -6.4367313646924735);0.0017237240570597112
neptune;POINTZ(22.231164489977875 -20.21281592491502 -20.21281592491502);0.0020336868699246304
sun;POINTZ(0.011909873047100327 0.00096114867617296 0.00096114867617296);39.47841760435743
jupiter;POINTZ(-3.990924000068534 -3.7071687050187174 -3.7071687050187174);0.03769367487038949
saturn;POINTZ(-5.989973356347938 6.912075214975405 6.912075214975405);0.011286326131968767
uranus;POINTZ(19.022066900375663 -6.423762760559321 -6.423762760559321);0.0017237240570597112
neptune;POINTZ(22.238808099199524 -20.204234953301714 -20.204234953301714);0.0020336868699246304
sun;POINTZ(0.011896469847712003 0.0009818816597583198 0.0009818816597583198);39.47841760435743
jupiter;POINTZ(-3.972572308342535 -3.725940332165858 -3.725940332165858);0.03769367487038949
saturn;POINTZ(-6.006444392806706 6.89871830159946 6.89871830159946);0.011286326131968767
uranus;POINTZ(19.026565169865833 -6.410791017713102 -6.410791017713102);0.0017237240570597112
neptune;POINTZ(22.24644846682197 -20.19565103517996 -20.19565103517996);0.0020336868699246304
sun;POINTZ(0.011882965936853746 0.001002538043963976 0.001002538043963976);39.47841760435743
jupiter;POINTZ(-3.9541238099439195 -3.7446213994407125 -3.7446213994407125);0.03769367487038949
saturn;POINTZ(-6.022884458319904 6.885325867264676 6.885325867264676);0.011286326131968767
uranus;POINTZ(19.031054143652412 -6.397816142550641 -6.397816142550641);0.0017237240570597112
neptune;POINTZ(22.254085591693606 -20.187064171769467 -20.187064171769467);0.0020336868699246304
sun;POINTZ(0.011869361687984404 0.0010231173420464682 0.0010231173420464682);39.47841760435743
jupiter;POINTZ(-3.9355789189705344 -3.7632114199168365 -3.7632114199168365);0.03769367487038949
saturn;POINTZ(-6.039293475701955 6.871897989527229 6.871897989527229);0.011286326131968767
uranus;POINTZ(19.035533819707698 -6.384838141469914 -6.384838141469914);0.0017237240570597112
neptune;POINTZ(22.26171947266326 -20.1784743642904 -20.1784743642904);0.0020336868699246304
sun;POINTZ(0.011855657476843001 0.0010436190687053333 0.0010436190687053333);39.47841760435743
jupiter;POINTZ(-3.916938051842973 -3.7817099082297796 -3.7817099082297796);0.03769367487038949
saturn;POINTZ(-6.055671367986374 6.858434746112785 6.858434746112785);0.011286326131968767
uranus;POINTZ(19.040004196008013 -6.37185702087004 -6.37185702087004);0.0017237240570597112
neptune;POINTZ(22.26935010858019 -20.169881613963376 -20.169881613963376);0.0020336868699246304
sun;POINTZ(0.011841853681446461 0.0010640427400924635 0.0010640427400924635);39.47841760435743
jupiter;POINTZ(-3.898201627302084 -3.8001163805866685 -3.8001163805866685);0.03769367487038949
saturn;POINTZ(-6.072018058426126 6.844936214915777 6.844936214915777);0.011286326131968767
uranus;POINTZ(19.044465270533692 -6.358872787151284 -6.358872787151284);0.0017237240570597112
neptune;POINTZ(22.276977498294098 -20.16128592200948 -20.16128592200948);0.0020336868699246304
sun;POINTZ(0.01182795068208731 0.001084387873821499 0.001084387873821499);39.47841760435743
jupiter;POINTZ(-3.879370066406453 -3.8184303547758276 -3.8184303547758276);0.03769367487038949
saturn;POINTZ(-6.088333470493987 6.831402473998678 6.831402473998678);0.011286326131968767
uranus;POINTZ(19.048917041269082 -6.345885446715051 -6.345885446715051);0.0017237240570597112
neptune;POINTZ(22.28460164065511 -20.152687289650242 -20.152687289650242);0.0020336868699246304
sun;POINTZ(0.011813948861331355 0.001104653988977253 0.001104653988977253);39.47841760435743
jupiter;POINTZ(-3.860443792529867 -3.836651350176433 -3.836651350176433);0.03769367487038949
saturn;POINTZ(-6.1046175278829 6.817833601591275 6.817833601591275);0.011286326131968767
uranus;POINTZ(19.053359506202547 -6.332895005963887 -6.332895005963887);0.0017237240570597112
neptune;POINTZ(22.292222534513797 -20.144085718107657 -20.144085718107657);0.0020336868699246304
sun;POINTZ(0.011799848604015334 0.0011248406061251728 0.0011248406061251728);39.47841760435743
jupiter;POINTZ(-3.8414232313587524 -3.854778887768204 -3.854778887768204);0.03769367487038949
saturn;POINTZ(-6.120870154506326 6.804229676089937 6.804229676089937);0.011286326131968767
uranus;POINTZ(19.05779266332647 -6.319901471301476 -6.319901471301476);0.0017237240570597112
neptune;POINTZ(22.29984017872116 -20.135481208604176 -20.135481208604176);0.0020336868699246304
sun;POINTZ(0.011785650297244555 0.001144947247320833 0.001144947247320833);39.47841760435743
jupiter;POINTZ(-3.82230881088959 -3.872812490141126 -3.872812490141126);0.03769367487038949
saturn;POINTZ(-6.137091274498594 6.790590776056894 6.790590776056894);0.011286326131968767
uranus;POINTZ(19.062216510637242 -6.3069048491326365 -6.3069048491326365);0.0017237240570597112
neptune;POINTZ(22.307454572128634 -20.126873762362703 -20.126873762362703);0.0020336868699246304
sun;POINTZ(0.011771354330390504 0.0011649734361194647 0.0011649734361194647);39.47841760435743
jupiter;POINTZ(-3.803100961426308 -3.890751681505216 -3.890751681505216);0.03769367487038949
saturn;POINTZ(-6.153280812215252 6.776916980219504 6.776916980219504);0.011286326131968767
uranus;POINTZ(19.066631046135274 -6.293905145863323 -6.293905145863323);0.0017237240570597112
neptune;POINTZ(22.3150657135881 -20.1182633806066 -20.1182633806066);0.0020336868699246304
sun;POINTZ(0.011756961095088425 0.0011849186975855179 0.0011849186975855179);39.47841760435743
jupiter;POINTZ(-3.783800115577648 -3.908595987700317 -3.908595987700317);0.03769367487038949
saturn;POINTZ(-6.169438692233407 6.76320836746952 6.76320836746952);0.011286326131968767
uranus;POINTZ(19.071036267824994 -6.280902367900619 -6.280902367900619);0.0017237240570597112
neptune;POINTZ(22.322673601951866 -20.10965006455968 -20.10965006455968);0.0020336868699246304
sun;POINTZ(0.011742470985234885 0.0012047825583022594 0.0012047825583022594);39.47841760435743
jupiter;POINTZ(-3.7644067082545085 -3.926344936205933 -3.926344936205933);0.03769367487038949
saturn;POINTZ(-6.185564839352069 6.74946501686237 6.74946501686237);0.011286326131968767
uranus;POINTZ(19.075432173714834 -6.267896521652739 -6.267896521652739);0.0017237240570597112
neptune;POINTZ(22.33027823607268 -20.101033815446215 -20.101033815446215);0.0020336868699246304
sun;POINTZ(0.011727884396985305 0.0012245645463814059 0.0012245645463814059);39.47841760435743
jupiter;POINTZ(-3.74492117666726 -3.9439980561510986 -3.9439980561510986);0.03769367487038949
saturn;POINTZ(-6.20165917859249 6.735687007616416 6.735687007616416);0.011286326131968767
uranus;POINTZ(19.07981876181725 -6.254887613529026 -6.254887613529026);0.0017237240570597112
neptune;POINTZ(22.33787961480372 -20.09241463449093 -20.09241463449093);0.0020336868699246304
sun;POINTZ(0.011713201728751475 0.0012442641914727907 0.0012442641914727907);39.47841760435743
jupiter;POINTZ(-3.7253439603230376 -3.9615548783242853 -3.9615548783242853);0.03769367487038949
saturn;POINTZ(-6.217721635198501 6.721874419112232 6.721874419112232);0.011286326131968767
uranus;POINTZ(19.08419603014871 -6.241875649939946 -6.241875649939946);0.0017237240570597112
neptune;POINTZ(22.345477736998614 -20.083792522919005 -20.083792522919005);0.0020336868699246304
sun;POINTZ(0.011698423381199032 0.0012638810247740666 0.0012638810247740666);39.47841760435743
jupiter;POINTZ(-3.705675501023002 -3.9790149351833453 -3.9790149351833453);0.03769367487038949
saturn;POINTZ(-6.233752134636839 6.708027330891864 6.708027330891864);0.011286326131968767
uranus;POINTZ(19.088563976729695 -6.228860637297089 -6.228860637297089);0.0017237240570597112
neptune;POINTZ(22.35307260151141 -20.075167481956075 -20.075167481956075);0.0020336868699246304
sun;POINTZ(0.011683549757244912 0.0012834145790404435 0.0012834145790404435);39.47841760435743
jupiter;POINTZ(-3.6859162428595784 -3.996377760865491 -3.996377760865491);0.03769367487038949
saturn;POINTZ(-6.249750602597487 6.694145822658105 6.694145822658105);0.011286326131968767
uranus;POINTZ(19.092922599584696 -6.215842582013168 -6.215842582013168);0.0017237240570597112
neptune;POINTZ(22.360664207196603 -20.06653951282823 -20.06653951282823);0.0020336868699246304
sun;POINTZ(0.01166858126205479 0.001302864388594462 0.001302864388594462);39.47841760435743
jupiter;POINTZ(-3.666066632213665 -4.013642891197311 -4.013642891197311);0.03769367487038949
saturn;POINTZ(-6.265716964993993 6.680229974273759 6.680229974273759);0.011286326131968767
uranus;POINTZ(19.097271896742225 -6.202821490502013 -6.202821490502013);0.0017237240570597112
neptune;POINTZ(22.368252552909123 -20.057908616762006 -20.057908616762006);0.0020336868699246304
sun;POINTZ(0.011653518303040471 0.0013222299893358024 0.0013222299893358024);39.47841760435743
jupiter;POINTZ(-3.646127117751812 -4.030809863704826 -4.030809863704826);0.03769367487038949
saturn;POINTZ(-6.2816511479638 6.66627986576091 6.66627986576091);0.011286326131968767
uranus;POINTZ(19.1016118662348 -6.1897973691785735 -6.1897973691785735);0.0017237240570597112
neptune;POINTZ(22.375837637504333 -20.049274794984402 -20.049274794984402);0.0020336868699246304
sun;POINTZ(0.011638361289857265 0.0013415109187511277 0.0013415109187511277);39.47841760435743
jupiter;POINTZ(-3.626098150423376 -4.047878217623577 -4.047878217623577);0.03769367487038949
saturn;POINTZ(-6.2975530778685656 6.652295577300186 6.652295577300186);0.011286326131968767
uranus;POINTZ(19.105942506098962 -6.176770224458912 -6.176770224458912);0.0017237240570597112
neptune;POINTZ(22.38341945983804 -20.040638048722865 -20.040638048722865);0.0020336868699246304
sun;POINTZ(0.011623110634401333 0.0013607067159239654 0.0013607067159239654);39.47841760435743
jupiter;POINTZ(-3.6059801834576377 -4.064847493908755 -4.064847493908755);0.03769367487038949
saturn;POINTZ(-6.313422681294479 6.638277189230026 6.638277189230026);0.011286326131968767
uranus;POINTZ(19.110263814375255 -6.163740062760206 -6.163740062760206);0.0017237240570597112
neptune;POINTZ(22.390998018766485 -20.031998379205294 -20.031998379205294);0.0020336868699246304
sun;POINTZ(0.011607766750806997 0.0013798169215446232 0.0013798169215446232);39.47841760435743
jupiter;POINTZ(-3.585773672360899 -4.081717235245368 -4.081717235245368);0.03769367487038949
saturn;POINTZ(-6.329259885052581 6.624224782045947 6.624224782045947);0.011286326131968767
uranus;POINTZ(19.11457578910824 -6.150706890500742 -6.150706890500742);0.0017237240570597112
neptune;POINTZ(22.398573313146347 -20.02335578766004 -20.02335578766004);0.0020336868699246304
sun;POINTZ(0.011592330055444027 0.0013988410779201405 0.0013988410779201405);39.47841760435743
jupiter;POINTZ(-3.565479074913542 -4.098486986058443 -4.098486986058443);0.03769367487038949
saturn;POINTZ(-6.345064616179077 6.610138436399808 6.610138436399808);0.011286326131968767
uranus;POINTZ(19.118878428346495 -6.137670714099917 -6.137670714099917);0.0017237240570597112
neptune;POINTZ(22.40614534183474 -20.014710275315913 -20.014710275315913);0.0020336868699246304
sun;POINTZ(0.011576800966914895 0.0014177787289842766 0.0014177787289842766);39.47841760435743
jupiter;POINTZ(-3.5450968511670577 -4.115156292523268 -4.115156292523268);0.03769367487038949
saturn;POINTZ(-6.360836801935645 6.596018233099076 6.596018233099076);0.011286326131968767
uranus;POINTZ(19.1231717301426 -6.124631539978234 -6.124631539978234);0.0017237240570597112
neptune;POINTZ(22.41371410368922 -20.006061843402165 -20.006061843402165);0.0020336868699246304
sun;POINTZ(0.011561179906051992 0.0014366294203075358 0.0014366294203075358);39.47841760435743
jupiter;POINTZ(-3.5246274634410475 -4.131724702575667 -4.131724702575667);0.03769367487038949
saturn;POINTZ(-6.376576369809744 6.581864253106088 6.581864253106088);0.011286326131968767
uranus;POINTZ(19.127455692553163 -6.1115893745573 -6.1115893745573);0.0017237240570597112
neptune;POINTZ(22.42127959756778 -19.997410493148504 -19.997410493148504);0.0020336868699246304
sun;POINTZ(0.011545467295914822 0.0014553926991072279 0.0014553926991072279);39.47841760435743
jupiter;POINTZ(-3.5040713763201876 -4.148191765922324 -4.148191765922324);0.03769367487038949
saturn;POINTZ(-6.39228324751492 6.567676577537317 6.567676577537317);0.011286326131968767
uranus;POINTZ(19.131730313638787 -6.098544224259828 -6.098544224259828);0.0017237240570597112
neptune;POINTZ(22.428841822328845 -19.98875622578509 -19.98875622578509);0.0020336868699246304
sun;POINTZ(0.011529663561787163 0.0014740681142575648 0.0014740681142575648);39.47841760435743
jupiter;POINTZ(-3.483429056651163 -4.164557034051134 -4.164557034051134);0.03769367487038949
saturn;POINTZ(-6.407957362991108 6.5534552876626355 6.5534552876626355);0.011286326131968767
uranus;POINTZ(19.1359955914641 -6.085496095509628 -6.085496095509628);0.0017237240570597112
neptune;POINTZ(22.436400776831288 -19.98009904254253 -19.98009904254253);0.0020336868699246304
sun;POINTZ(0.011513769131174184 0.0014926552162997954 0.0014926552162997954);39.47841760435743
jupiter;POINTZ(-3.4627009735395653 -4.180820060241593 -4.180820060241593);0.03769367487038949
saturn;POINTZ(-6.4235986444049304 6.539200464904578 6.539200464904578);0.011286326131968767
